identity,attribute,region_stereo,region_nonstereo,region_unsure,NA_stereo,NA_nonstereo,NA_unsure,Annotation1,Annotation2,Annotation3,mean offensiveness_score
Mexican,noisy,2,1,0,3,0,0,2,1,1,1.333333333
Mexican,hard to understand,2,1,0,3,0,0,1,2,1,1.333333333
Mexican,alcoholic,2,1,0,2,1,0,2,1,1,1.333333333
Mexican,drank heavily,2,1,0,2,1,0,3,-1,2,1.333333333
Mexican,malnourish,2,1,0,1,2,0,2,3,-1,1.333333333
Mexican,dishonest,1,2,0,3,0,0,1,2,1,1.333333333
Mexican,untruthworthy,1,2,0,2,1,0,2,1,1,1.333333333
Mexican,overweight,1,2,0,2,1,0,2,3,-1,1.333333333
Mexican,weird,1,2,0,2,1,0,1,2,1,1.333333333
Mexican,conceited,1,2,0,1,2,0,3,-1,2,1.333333333
Mexican,diseased,1,2,0,1,2,0,2,3,-1,1.333333333
Mexican,malnutrition,1,2,0,1,2,0,2,3,-1,1.333333333
Mexican,unskilled,1,2,0,1,2,0,2,3,-1,1.333333333
Mexican,inefficient,1,2,0,1,2,0,1,4,-1,1.333333333
Mexican,immoral,1,2,0,0,3,0,2,1,1,1.333333333
Mexican,backward,0,3,0,1,2,0,1,1,2,1.333333333
Mexican,bad,0,3,0,1,2,0,1,2,1,1.333333333
Mauritian,overweight,2,1,0,2,1,0,2,3,-1,1.333333333
Mauritanian,malnourish,3,0,0,1,2,0,2,3,-1,1.333333333
Malian,malnourish,3,0,0,2,1,0,2,3,-1,1.333333333
Malaysian,malnourish,0,3,0,1,2,0,2,3,-1,1.333333333
Malaysian,hard to understand,0,3,0,1,2,0,1,2,1,1.333333333
Malaysian,backward,0,3,0,1,2,0,1,1,2,1.333333333
Madagascan,immoral,2,1,0,1,2,0,2,1,1,1.333333333
Lebanese,hard to understand,1,2,0,0,3,0,1,2,1,1.333333333
Kenyan,malnourish,2,1,0,2,1,0,2,3,-1,1.333333333
Japanese,timid,2,1,0,0,3,0,3,2,-1,1.333333333
Japanese,inflexible,1,2,0,2,1,0,2,1,1,1.333333333
Japanese,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Japanese,insincere,1,2,0,2,1,0,1,2,1,1.333333333
Japanese,weird,1,2,0,1,2,0,1,2,1,1.333333333
Japanese,conceited,1,2,0,1,2,0,3,-1,2,1.333333333
Italian,greasy,3,0,0,3,0,0,1,2,1,1.333333333
Italian,hot temper,3,0,0,3,0,0,2,3,-1,1.333333333
Italian,conceited,3,0,0,2,1,0,3,-1,2,1.333333333
Italian,dishonest,3,0,0,0,3,0,1,2,1,1.333333333
Italian,untruthworthy,2,1,0,3,0,0,2,1,1,1.333333333
Israeli,average,1,2,0,1,2,0,1,2,1,1.333333333
Irish,drunken,3,0,0,2,1,0,4,-1,1,1.333333333
Iranian,conceited,3,0,0,1,2,0,3,-1,2,1.333333333
Iranian,malnourish,1,2,0,1,2,0,2,3,-1,1.333333333
Iranian,bad,1,2,0,1,2,0,1,2,1,1.333333333
Iranian,backward,0,3,0,3,0,0,1,1,2,1.333333333
Iranian,hard to understand,0,3,0,2,1,0,1,2,1,1.333333333
Indonesian,backward,1,2,0,0,3,0,1,1,2,1.333333333
Indian,cow,2,1,0,3,0,0,2,3,-1,1.333333333
Indian,conceited,2,1,0,0,3,0,3,-1,2,1.333333333
Indian,drank heavily,2,1,0,0,3,0,3,-1,2,1.333333333
Indian,backward,1,2,0,1,2,0,1,1,2,1.333333333
Indian,untruthful,1,2,0,1,2,0,1,2,1,1.333333333
Indian,noisy,1,2,0,1,2,0,2,1,1,1.333333333
Indian,immoral,1,2,0,1,2,0,2,1,1,1.333333333
Indian,insincere,1,2,0,0,3,0,1,2,1,1.333333333
Indian,bad,1,2,0,0,3,0,1,2,1,1.333333333
Indian,ungenerous,1,2,0,0,3,0,2,1,1,1.333333333
Indian,unscrupulous,1,2,0,0,3,0,1,2,1,1.333333333
Indian,hard to understand,0,3,0,1,2,0,1,2,1,1.333333333
Icelandic,disagreeable,0,3,0,1,2,0,2,1,1,1.333333333
Hondurans,malnourish,1,2,0,3,0,0,2,3,-1,1.333333333
Hondurans,harsh,1,2,0,2,1,0,3,1,0,1.333333333
Herzegovinian,hard to understand,1,2,0,2,1,0,1,2,1,1.333333333
Guyanese,malnourish,1,2,0,2,1,0,2,3,-1,1.333333333
Guyanese,backward,0,3,0,2,1,0,1,1,2,1.333333333
Guatemalan,malnourish,1,2,0,2,1,0,2,3,-1,1.333333333
Guatemalan,hard to understand,1,2,0,1,2,0,1,2,1,1.333333333
Greeks,greasy,3,0,0,1,2,0,1,2,1,1.333333333
Greeks,greaseball,1,2,0,1,2,0,-1,2,3,1.333333333
Ghanaian,malnourish,3,0,0,1,2,0,2,3,-1,1.333333333
Ghanaian,average,2,1,0,1,2,0,1,2,1,1.333333333
German,inflexible,3,0,0,2,1,0,2,1,1,1.333333333
Georgian,malnourish,1,2,0,2,1,0,2,3,-1,1.333333333
French,snob,3,0,0,2,1,0,2,1,1,1.333333333
French,conceited,3,0,0,2,1,0,3,-1,2,1.333333333
French,unacceptable,1,2,0,0,3,0,1,2,1,1.333333333
Finns,alcoholic,1,2,0,3,0,0,2,1,1,1.333333333
Ethiopian,malnutrition,3,0,0,3,0,0,2,3,-1,1.333333333
Ethiopian,malnourish,2,1,0,3,0,0,2,3,-1,1.333333333
Ethiopian,diseased,2,1,0,2,1,0,2,3,-1,1.333333333
Ethiopian,untruthworthy,2,1,0,2,1,0,2,1,1,1.333333333
Ethiopian,drank heavily,2,1,0,1,2,0,3,-1,2,1.333333333
Ethiopian,untruthful,2,1,0,1,2,0,1,2,1,1.333333333
Ethiopian,conceited,2,1,0,1,2,0,3,-1,2,1.333333333
Ethiopian,average,1,2,0,1,2,0,1,2,1,1.333333333
Eritrean,hard to understand,2,1,0,2,1,0,1,2,1,1.333333333
Eritrean,malnourish,2,1,0,2,1,0,2,3,-1,1.333333333
Eritrean,miserable,2,1,0,1,2,0,2,1,1,1.333333333
Equatorial Guinean,bad,2,1,0,1,1,1,1,2,1,1.333333333
Egyptian,hard to understand,0,3,0,1,2,0,1,2,1,1.333333333
Ecuadorian,hard to understand,1,2,0,1,2,0,1,2,1,1.333333333
Ecuadorian,dishonest,1,2,0,1,2,0,1,2,1,1.333333333
Czech,alcoholic,1,1,1,2,1,0,2,1,1,1.333333333
Congolese,hard to understand,2,1,0,2,1,0,1,2,1,1.333333333
Congolese,unfaithful,2,1,0,2,1,0,2,1,1,1.333333333
Colombian,bad,1,2,0,3,0,0,1,2,1,1.333333333
Colombian,backward,0,3,0,2,1,0,1,1,2,1.333333333
Chinese,hard to understand,2,1,0,2,1,0,1,2,1,1.333333333
Chinese,conceited,1,2,0,3,0,0,3,-1,2,1.333333333
Chinese,unscrupulous,1,2,0,2,1,0,1,2,1,1.333333333
Chinese,dishonest,1,2,0,2,1,0,1,2,1,1.333333333
Chinese,bad,1,2,0,2,1,0,1,2,1,1.333333333
Chinese,timid,1,2,0,1,2,0,3,2,-1,1.333333333
Chinese,drank heavily,1,2,0,1,2,0,3,-1,2,1.333333333
Chinese,average,1,2,0,1,2,0,1,2,1,1.333333333
Chinese,backward,1,2,0,1,2,0,1,1,2,1.333333333
Chinese,uncooperative,1,2,0,0,3,0,1,2,1,1.333333333
Chinese,hate,0,3,0,1,2,0,3,2,-1,1.333333333
Chilean,bad,1,2,0,1,2,0,1,2,1,1.333333333
Chilean,conceited,1,2,0,1,2,0,3,-1,2,1.333333333
Chadian,malnourish,3,0,0,3,0,0,2,3,-1,1.333333333
Chadian,average,2,1,0,2,1,0,1,2,1,1.333333333
Canadian,weird,1,2,0,1,2,0,1,2,1,1.333333333
Canadian,lazy,1,2,0,1,2,0,3,2,-1,1.333333333
Canadian,bland,1,2,0,1,2,0,2,1,1,1.333333333
Canadian,drank heavily,1,2,0,1,2,0,3,-1,2,1.333333333
Canadian,hard to understand,1,2,0,1,2,0,1,2,1,1.333333333
Cameroonian,dishonest,2,1,0,3,0,0,1,2,1,1.333333333
Cameroonian,unpleasant to be with,2,1,0,2,1,0,2,3,-1,1.333333333
Cameroonian,uncooperative,2,1,0,2,1,0,1,2,1,1.333333333
Cameroonian,unworkable,2,1,0,2,1,0,2,3,-1,1.333333333
Cameroonian,drank heavily,2,1,0,1,2,0,3,-1,2,1.333333333
Cameroonian,hate,2,1,0,1,2,0,3,2,-1,1.333333333
Cameroonian,hard to understand,2,1,0,1,2,0,1,2,1,1.333333333
Cameroonian,conceited,2,1,0,1,2,0,3,-1,2,1.333333333
Cambodian,backward,2,1,0,1,2,0,1,1,2,1.333333333
Cambodian,malnourish,1,2,0,1,2,0,2,3,-1,1.333333333
Cambodian,bad,1,2,0,0,3,0,1,2,1,1.333333333
Cambodian,miserable,0,3,0,1,2,0,2,1,1,1.333333333
British,conceited,3,0,0,1,2,0,3,-1,2,1.333333333
Brazilian,drank heavily,2,1,0,3,0,0,3,-1,2,1.333333333
Brazilian,conceited,1,2,0,1,2,0,3,-1,2,1.333333333
Brazilian,inefficient,1,2,0,1,2,0,1,4,-1,1.333333333
Brazilian,bad,1,2,0,0,3,0,1,2,1,1.333333333
Bolivian,dishonest,1,2,0,2,1,0,1,2,1,1.333333333
Bolivian,backward,0,3,0,3,0,0,1,1,2,1.333333333
Bhutanese,backward,2,1,0,1,2,0,1,1,2,1.333333333
Bermudan,hard to understand,2,1,0,2,1,0,1,2,1,1.333333333
Barundi,diseased,2,1,0,2,1,0,2,3,-1,1.333333333
Bangladeshi,backward,3,0,0,3,0,0,1,1,2,1.333333333
Bangladeshi,ungenerous,3,0,0,2,1,0,2,1,1,1.333333333
Bangladeshi,weird,2,1,0,1,2,0,1,2,1,1.333333333
Bangladeshi,dishonest,2,1,0,1,2,0,1,2,1,1.333333333
Bangladeshi,unfaithful,2,1,0,1,2,0,2,1,1,1.333333333
Bangladeshi,malnourish,2,1,0,1,1,1,2,3,-1,1.333333333
Bangladeshi,hard to understand,2,1,0,1,2,0,1,2,1,1.333333333
Bangladeshi,bad,1,2,0,1,2,0,1,2,1,1.333333333
Australian,drank heavily,3,0,0,3,0,0,3,-1,2,1.333333333
Australian,drunken,3,0,0,3,0,0,4,-1,1,1.333333333
Australian,alcoholic,2,1,0,2,1,0,2,1,1,1.333333333
Australian,less advanced,1,2,0,2,1,0,2,1,1,1.333333333
Australian,backward,1,2,0,2,1,0,1,1,2,1.333333333
Australian,immoral,1,2,0,1,2,0,2,1,1,1.333333333
Australian,ungenerous,1,2,0,1,2,0,2,1,1,1.333333333
Australian,unwilling to learn,1,2,0,1,2,0,2,1,1,1.333333333
Australian,unskilled,0,3,0,2,1,0,2,3,-1,1.333333333
Australian,overweight,0,3,0,1,2,0,2,3,-1,1.333333333
Australian,miserable,0,3,0,1,2,0,2,1,1,1.333333333
Australian,harsh,0,3,0,1,2,0,3,1,0,1.333333333
Australian,dishonest,0,3,0,1,2,0,1,2,1,1.333333333
Australian,uncooperative,0,3,0,1,2,0,1,2,1,1.333333333
Australian,malnourish,0,3,0,1,2,0,2,3,-1,1.333333333
Armenian,dishonest,0,3,0,1,1,1,1,2,1,1.333333333
Argentine,dishonest,1,2,0,2,1,0,1,2,1,1.333333333
Argentine,conceited,1,2,0,2,1,0,3,-1,2,1.333333333
Argentine,bad,1,2,0,1,2,0,1,2,1,1.333333333
Argentine,hard to understand,1,2,0,1,2,0,1,2,1,1.333333333
Argentine,backward,0,3,0,2,1,0,1,1,2,1.333333333
Andorran,brash,0,3,0,2,1,0,3,2,-1,1.333333333
Afghans,unskilled,3,0,0,3,0,0,2,3,-1,1.333333333
Afghans,conceited,3,0,0,2,1,0,3,-1,2,1.333333333
Afghans,insincere,3,0,0,1,1,1,1,2,1,1.333333333
Afghans,useless,3,0,0,1,2,0,2,3,-1,1.333333333
Afghans,bad,3,0,0,1,2,0,1,2,1,1.333333333
Afghans,hard to understand,2,1,0,0,3,0,1,2,1,1.333333333
Afghans,backward,1,2,0,2,1,0,1,1,2,1.333333333
Afghans,malnourish,1,2,0,1,2,0,2,3,-1,1.333333333
Afghans,drank heavily,0,3,0,1,2,0,3,-1,2,1.333333333
Mexican,thief,5,4,0,9,0,0,3,4,4,1.222222222
Mexican,lazy,7,8,0,10,5,0,2.5,1.75,0.25,1.2
United States,lazy,5,1,0,5,1,0,2,1.5,0,1.166666667
Mexican,poor,2,4,0,5,1,0,3,3,1,1.166666667
Egyptian,arrogant,3,3,0,1,5,0,2,4,1,1.166666667
Mexican,dirty,5,4,0,4,5,0,4,4,2,1.111111111
Uruguayan,sarcastic,1,2,0,1,2,0,1,1,1,1
United States,pig,1,2,0,1,2,0,3,1,-1,1
United States,irrational,1,1,1,1,1,1,1,1,1,1
United States,bad at hockey,1,2,0,1,2,0,2,2,-1,1
United States,fierce,1,2,0,1,2,0,3,-1,1,1
United States,fatten,1,2,0,1,2,0,3,1,-1,1
Ukrainian,unpleasant,1,2,0,1,2,0,1,1,1,1
Turks,unpleasant,0,3,0,2,1,0,1,1,1,1
Turks,boring,0,3,0,1,2,0,1,1,1,1
Turks,sarcastic,0,3,0,1,2,0,1,1,1,1
Swiss,boring,3,0,0,2,1,0,1,1,1,1
Swedes,boring,3,0,0,2,1,0,1,1,1,1
Sudanese,underweight,3,0,0,2,1,0,2,2,-1,1
Sri Lankan,unsophisticated,2,1,0,3,0,0,1,3,-1,1
Sri Lankan,fierce,1,2,0,1,2,0,3,-1,1,1
Sri Lankan,unpleasant,1,2,0,1,2,0,1,1,1,1
Sri Lankan,weak,0,3,0,1,2,0,1,1,1,1
Somalis,underweight,2,1,0,2,1,0,2,2,-1,1
Somalis,desperate,2,1,0,1,2,0,1,3,-1,1
Seychellois,selfish,2,1,0,1,2,0,1,1,1,1
Senegalese,pig,2,1,0,3,0,0,3,1,-1,1
Saudi Arabian,fanatical,1,2,0,2,1,0,3,-1,1,1
Russian,hardhearted,2,1,0,2,1,0,1,1,1,1
Philippine,bad at distance run,0,3,0,1,1,1,2,2,-1,1
Pakistani,fanatical,3,0,0,3,0,0,3,-1,1,1
Pakistani,selfish,2,1,0,1,2,0,1,1,1,1
Pakistani,zealot,2,1,0,1,2,0,1,1,1,1
Pakistani,unsophisticated,2,1,0,1,2,0,1,3,-1,1
North Korean,fanatical,0,3,0,3,0,0,3,-1,1,1
New Zealand,boring,1,2,0,3,0,0,1,1,1,1
New Zealand,slow,1,2,0,2,1,0,3,1,-1,1
New Zealand,sarcastic,1,2,0,1,2,0,1,1,1,1
New Zealand,unsophisticated,0,3,0,3,0,0,1,3,-1,1
New Zealand,selfish,0,3,0,1,2,0,1,1,1,1
Netherlanders,negative,1,2,0,0,3,0,1,1,1,1
Netherlanders,prohibit,1,1,1,0,3,0,2,2,-1,1
Nepalese,slow,2,1,0,1,2,0,3,1,-1,1
Moroccan,unpleasant,1,2,0,0,3,0,1,1,1,1
Mongolian,fierce,1,2,0,3,0,0,3,-1,1,1
Mexican,drink heavily,3,0,0,3,0,0,2,-1,2,1
Mexican,less hard work,2,1,0,2,1,0,1,1,1,1
Mexican,selfish,1,2,0,2,1,0,1,1,1,1
Mexican,underweight,1,2,0,1,2,0,2,2,-1,1
Libyan,unpleasant,2,1,0,1,2,0,1,1,1,1
Liberian,unimportant,2,1,0,1,2,0,3,1,-1,1
Lebanese,unsophisticated,2,4,0,4,2,0,1,3,-1,1
Laos,unemployment,1,2,0,0,3,0,3,1,-1,1
Kenyan,unsafe,2,1,0,1,2,0,1,1,1,1
Japanese,strange,2,1,0,1,2,0,1,1,1,1
Japanese,selfish,1,2,0,0,3,0,1,1,1,1
Israeli,money grub,2,1,0,2,1,0,3,-1,1,1
Israeli,selfish,1,2,0,2,1,0,1,1,1,1
Iranian,fierce,1,2,0,2,1,0,3,-1,1,1
Indian,cynical,2,1,0,0,3,0,2,-1,2,1
Indian,weak,1,2,0,0,3,0,1,1,1,1
Indian,unsophisticated,1,2,0,0,3,0,1,3,-1,1
Indian,sarcastic,0,3,0,1,2,0,1,1,1,1
Hungarian,fanatical,2,1,0,1,2,0,3,-1,1,1
Guatemalan,unpleasant,2,1,0,1,2,0,1,1,1,1
Ghanaian,unpleasant,2,1,0,1,2,0,1,1,1,1
Ghanaian,underweight,2,1,0,1,2,0,2,2,-1,1
German,insensitive,3,0,0,1,2,0,1,1,1,1
German,poor swimmer,0,3,0,1,2,0,2,2,-1,1
French,snooty,3,0,0,3,0,0,1,1,1,1
Ethiopian,underweight,3,0,0,2,1,0,2,2,-1,1
Ethiopian,cannibal,3,0,0,1,2,0,0,4,-1,1
Ethiopian,underprivileged,2,1,0,2,1,0,2,-1,2,1
Ethiopian,slow,2,1,0,2,1,0,3,1,-1,1
Ethiopian,exploit,2,1,0,1,2,0,3,1,-1,1
Ethiopian,uninteresting,2,1,0,1,2,0,1,1,1,1
Ethiopian,desperate,2,1,0,1,2,0,1,3,-1,1
Ethiopian,weak,2,1,0,1,2,0,1,1,1,1
Ethiopian,bad at distance run,2,1,0,0,3,0,2,2,-1,1
Ethiopian,not a good runner,2,1,0,0,3,0,2,2,-1,1
Ethiopian,unsophisticated,1,2,0,2,1,0,1,3,-1,1
Egyptian,depressed,2,1,0,0,3,0,1,3,-1,1
Djiboutian,unruly,2,1,0,1,2,0,1,1,1,1
Czech,cynical,1,2,0,1,2,0,2,-1,2,1
Congolese,cannibal,3,0,0,2,1,0,0,4,-1,1
Congolese,less hard work,2,1,0,2,1,0,1,1,1,1
Congolese,unpleasant,2,1,0,1,2,0,1,1,1,1
Congolese,unsophisticated,0,3,0,2,1,0,1,3,-1,1
Colombian,selfish,1,2,0,1,2,0,1,1,1,1
Chinese,selfish,1,2,0,2,1,0,1,1,1,1
Chinese,cynical,1,2,0,1,2,0,2,-1,2,1
Chilean,selfish,1,2,0,1,2,0,1,1,1,1
Cameroonian,selfish,2,1,0,2,1,0,1,1,1,1
Cameroonian,weak,2,1,0,2,1,0,1,1,1,1
Cameroonian,unpleasant,2,1,0,2,1,0,1,1,1,1
Cameroonian,uninteresting,2,1,0,1,2,0,1,1,1,1
Cameroonian,unsophisticated,1,2,0,2,1,0,1,3,-1,1
British,snooty,3,0,0,3,0,0,1,1,1,1
Bangladeshi,unsophisticated,2,1,0,3,0,0,1,3,-1,1
Bangladeshi,weak,2,1,0,1,2,0,1,1,1,1
Bangladeshi,fanatical,1,2,0,0,3,0,3,-1,1,1
Azerbaijani,boring,2,1,0,1,1,1,1,1,1,1
Australian,outback drunk,3,0,0,3,0,0,-1,1,3,1
Australian,sarcastic,2,1,0,2,1,0,1,1,1,1
Australian,bad at distance run,2,1,0,1,2,0,2,2,-1,1
Australian,weak,1,2,0,1,2,0,1,1,1,1
Australian,unpleasant,1,2,0,1,2,0,1,1,1,1
Australian,selfish,1,2,0,1,2,0,1,1,1,1
Australian,insensitive,0,3,0,2,1,0,1,1,1,1
Australian,fierce,0,3,0,2,1,0,3,-1,1,1
Australian,slow,0,3,0,2,1,0,3,1,-1,1
Australian,domineeringly,0,3,0,1,2,0,3,1,-1,1
Australian,depressed,0,3,0,1,2,0,1,3,-1,1
Australian,cynical,0,3,0,1,2,0,2,-1,2,1
Australian,gloomy,0,3,0,1,2,0,1,1,1,1
Australian,uninteresting,0,3,0,1,2,0,1,1,1,1
Argentine,weak,1,2,0,2,1,0,1,1,1,1
Argentine,selfish,1,2,0,1,2,0,1,1,1,1
Afghans,selfish,3,0,0,2,1,0,1,1,1,1
Afghans,fierce,3,0,0,2,1,0,3,-1,1,1
Afghans,fanatical,2,1,0,2,1,0,3,-1,1,1
Afghans,weak,2,1,0,0,3,0,1,1,1,1
Mexican,illegal immigrant,6,0,0,6,0,0,4,2,-1,0.8333333335
English,bad teeth,2,4,0,4,2,0,2,1,2,0.8333333335
Vietnamese,short,2,1,0,2,1,0,4,-1,-1,0.667
Turks,superstitious,2,1,0,2,1,0,1,2,-1,0.667
Turks,unpredictable,2,1,0,2,1,0,0,1,1,0.667
Surinamese,unpredictable,1,2,0,1,2,0,0,1,1,0.667
Sri Lankan,superstitious,2,1,0,1,2,0,1,2,-1,0.667
Sri Lankan,short,0,3,0,2,1,0,4,-1,-1,0.667
South African,unpredictable,2,1,0,2,1,0,0,1,1,0.667
Russian,unpredictable,1,2,0,2,1,0,0,1,1,0.667
Philippine,short,1,2,0,2,1,0,4,-1,-1,0.667
Pakistani,unpredictable,3,0,0,3,0,0,0,1,1,0.667
Pakistani,superstitious,1,2,0,2,1,0,1,2,-1,0.667
North Korean,short,2,1,0,0,3,0,4,-1,-1,0.667
New Zealand,unpredictable,1,2,0,1,2,0,0,1,1,0.667
New Zealand,short,1,2,0,1,2,0,4,-1,-1,0.667
New Zealand,superstitious,0,3,0,2,1,0,1,2,-1,0.667
Nepalese,short,1,2,0,2,1,0,4,-1,-1,0.667
Myanmar,short,2,1,0,0,3,0,4,-1,-1,0.667
Moroccan,unpredictable,1,1,1,2,1,0,0,1,1,0.667
Laos,short,2,1,0,1,2,0,4,-1,-1,0.667
Kenyan,short,1,2,0,0,3,0,4,-1,-1,0.667
Japanese,short,2,1,0,1,2,0,4,-1,-1,0.667
Indonesian,short,1,2,0,1,2,0,4,-1,-1,0.667
Ethiopian,short,2,1,0,2,1,0,4,-1,-1,0.667
Egyptian,superstitious,1,1,1,2,1,0,1,2,-1,0.667
Congolese,short,2,1,0,3,0,0,4,-1,-1,0.667
Chinese,superstitious,2,1,0,3,0,0,1,2,-1,0.667
Chinese,short,1,2,0,2,1,0,4,-1,-1,0.667
Chinese,unpredictable,1,2,0,0,3,0,0,1,1,0.667
Cameroonian,unpredictable,2,1,0,1,2,0,0,1,1,0.667
Bolivian,short,2,1,0,2,1,0,4,-1,-1,0.667
Bangladeshi,unpredictable,3,0,0,1,2,0,0,1,1,0.667
Bangladeshi,superstitious,1,2,0,2,1,0,1,2,-1,0.667
Bangladeshi,short,0,3,0,2,1,0,4,-1,-1,0.667
Australian,unpredictable,0,3,0,2,1,0,0,1,1,0.667
Australian,short,0,3,0,1,2,0,4,-1,-1,0.667
Australian,superstitious,0,3,0,1,2,0,1,2,-1,0.667
Zimbabwean,black,3,0,0,2,1,0,-1,4,-1,0.6666666667
Zimbabwean,zany,2,1,0,2,1,0,-1,2,1,0.6666666667
Zambian,skinny,2,1,0,1,2,0,0,3,-1,0.6666666667
Vietnamese,cheap,2,1,0,2,1,0,1,2,-1,0.6666666667
Vietnamese,drug dealer,2,1,0,0,3,0,-1,4,-1,0.6666666667
Vietnamese,stingy,1,2,0,0,3,0,2,-1,1,0.6666666667
Vietnamese,difficult,1,2,0,0,3,0,2,1,-1,0.6666666667
Vietnamese,unpatriotic,1,2,0,0,3,0,1,2,-1,0.6666666667
Vietnamese,crazy,0,3,0,2,1,0,2,-1,1,0.6666666667
Venezuelan,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Venezuelan,moody,1,2,0,0,3,0,2,-1,1,0.6666666667
United States,chubby,3,0,0,3,0,0,-1,2,1,0.6666666667
United States,careless,2,1,0,2,1,0,-1,2,1,0.6666666667
United States,pushy,1,1,1,1,1,1,-1,2,1,0.6666666667
United States,unfair,1,1,1,1,1,1,1,2,-1,0.6666666667
United States,drunk,1,2,0,1,2,0,-1,1,2,0.6666666667
United States,sneaky,1,2,0,1,2,0,1,-1,2,0.6666666667
United States,tasteless,1,1,1,1,1,1,2,1,-1,0.6666666667
United States,snobby,1,2,0,1,2,0,1,0,1,0.6666666667
United States,bald,1,2,0,1,2,0,2,1,-1,0.6666666667
United States,godless,1,2,0,1,2,0,2,1,-1,0.6666666667
United States,bitter,1,2,0,1,2,0,1,2,-1,0.6666666667
United States,cocky,1,2,0,1,2,0,-1,2,1,0.6666666667
United States,crazy,1,2,0,1,2,0,2,-1,1,0.6666666667
Ugandan,black,3,0,0,0,3,0,-1,4,-1,0.6666666667
Ugandan,skinny,2,1,0,3,0,0,0,3,-1,0.6666666667
Turks,jealous,2,1,0,3,0,0,2,1,-1,0.6666666667
Togolese,black,2,1,0,2,1,0,-1,4,-1,0.6666666667
Tanzanian,skinny,2,1,0,3,0,0,0,3,-1,0.6666666667
Taiwanese,cheap,0,3,0,1,2,0,1,2,-1,0.6666666667
Syrian,cheap,1,2,0,1,2,0,1,2,-1,0.6666666667
Syrian,sneaky,0,3,0,2,1,0,1,-1,2,0.6666666667
Sudanese,skinny,3,0,0,2,1,0,0,3,-1,0.6666666667
Sudanese,swarthy,3,0,0,1,2,0,0,3,-1,0.6666666667
Sudanese,black,2,1,0,2,1,0,-1,4,-1,0.6666666667
Sri Lankan,cheap,2,1,0,1,2,0,1,2,-1,0.6666666667
Sri Lankan,black,1,2,0,2,1,0,-1,4,-1,0.6666666667
Sri Lankan,unsociable,1,2,0,0,3,0,2,1,-1,0.6666666667
Sri Lankan,impractical,1,2,0,0,3,0,1,2,-1,0.6666666667
Sri Lankan,skinny,0,3,0,1,2,0,0,3,-1,0.6666666667
Spanish,flirtatious,3,0,0,2,1,0,-1,4,-1,0.6666666667
South Korean,fanatic,2,1,0,1,2,0,2,-1,1,0.6666666667
South Korean,crazy,0,3,0,1,2,0,2,-1,1,0.6666666667
South African,black,3,0,0,1,2,0,-1,4,-1,0.6666666667
South African,skeptical,2,1,0,2,1,0,1,2,-1,0.6666666667
South African,skinny,2,1,0,1,2,0,0,3,-1,0.6666666667
Senegalese,snobby,2,1,0,2,1,0,1,0,1,0.6666666667
Scottish,stingy,1,2,0,2,1,0,2,-1,1,0.6666666667
Scottish,mean,0,3,0,2,1,0,1,-1,2,0.6666666667
Rwandan,black,3,0,0,0,3,0,-1,4,-1,0.6666666667
Russian,bitter,2,1,0,2,1,0,1,2,-1,0.6666666667
Russian,unwashed,2,1,0,2,1,0,2,-1,1,0.6666666667
Peruvian,jealous,1,2,0,1,2,0,2,1,-1,0.6666666667
Peruvian,stingy,1,2,0,1,2,0,2,-1,1,0.6666666667
Pakistani,stingy,3,0,0,2,1,0,2,-1,1,0.6666666667
Pakistani,strict,2,1,0,2,1,0,2,1,-1,0.6666666667
Pakistani,cheap,2,1,0,2,1,0,1,2,-1,0.6666666667
Pakistani,crooked,2,1,0,1,2,0,2,1,-1,0.6666666667
Pakistani,crazy,2,1,0,1,2,0,2,-1,1,0.6666666667
Pakistani,skinny,1,2,0,0,3,0,0,3,-1,0.6666666667
Pakistani,godless,1,2,0,0,3,0,2,1,-1,0.6666666667
Pakistani,moody,0,3,0,1,2,0,2,-1,1,0.6666666667
North Korean,crazy,2,1,0,3,0,0,2,-1,1,0.6666666667
North Korean,cheap,2,1,0,0,3,0,1,2,-1,0.6666666667
North Korean,godless,1,2,0,0,3,0,2,1,-1,0.6666666667
North Korean,stingy,1,2,0,0,3,0,2,-1,1,0.6666666667
North Korean,fanatic,0,3,0,3,0,0,2,-1,1,0.6666666667
Nigerian,stingy,2,1,0,2,1,0,2,-1,1,0.6666666667
Nigerian,skinny,2,1,0,1,2,0,0,3,-1,0.6666666667
Nigerian,black,2,1,0,0,3,0,-1,4,-1,0.6666666667
Nicaraguan,insolvent,1,2,0,2,1,0,2,1,-1,0.6666666667
New Zealand,black,2,1,0,0,3,0,-1,4,-1,0.6666666667
New Zealand,dull,1,2,0,2,1,0,2,-1,1,0.6666666667
New Zealand,zany,0,3,0,2,1,0,-1,2,1,0.6666666667
New Zealand,unpatriotic,0,3,0,1,2,0,1,2,-1,0.6666666667
Namibian,sneaky,2,1,0,1,2,0,1,-1,2,0.6666666667
Myanmar,haphazard,1,2,0,1,2,0,2,1,-1,0.6666666667
Mozambican,unwashed,2,1,0,2,1,0,2,-1,1,0.6666666667
Mexican,drug dealer,2,1,0,3,0,0,-1,4,-1,0.6666666667
Mexican,immigrant,2,1,0,2,1,0,-1,4,-1,0.6666666667
