,,Stereotype Ratings within Region,,,Stereotype Ratings from North America,,,Offensiveness Annotations,,,
Australian,rough,2,1,0,2,1,0,NA,NA,NA,0
Australian,bravest,2,1,0,2,1,0,NA,NA,NA,0
Australian,who can laugh at anything,2,1,0,2,1,0,NA,NA,NA,0
New Zealand,rugged,2,1,0,2,1,0,-1,2,-1,0
New Zealand,peaceable,2,1,0,2,1,0,NA,NA,NA,0
Australian,boisterous,2,1,0,2,1,0,NA,NA,NA,0
New Zealand,live on an island,2,1,0,2,1,0,NA,NA,NA,0
New Zealand,live off sheep,2,1,0,2,1,0,NA,NA,NA,0
New Zealand,like Australians,2,1,0,2,1,0,NA,NA,NA,0
Australian,courage,2,1,0,2,1,0,NA,NA,NA,0
Australian,amusing,2,1,0,2,1,0,NA,NA,NA,0
New Zealand,dramatic,2,1,0,2,1,0,-1,2,-1,0
New Zealand,eat kiwis,2,1,0,2,1,0,NA,NA,NA,0
United States,narrow-minded,2,1,0,2,1,0,NA,NA,NA,0
United States,more educated,2,1,0,2,1,0,NA,NA,NA,0
United States,more competitive,2,1,0,2,1,0,NA,NA,NA,0
United States,love to shop,2,1,0,2,1,0,NA,NA,NA,0
United States,rebellious,2,1,0,2,1,0,NA,NA,NA,0
United States,love their guns,2,1,0,2,1,0,NA,NA,NA,0
United States,immature,2,1,0,2,1,0,NA,NA,NA,0
United States,idiot,2,1,0,2,1,0,NA,NA,NA,0
United States,have no culture,2,1,0,2,1,0,NA,NA,NA,0
United States,hateful,2,1,0,2,1,0,NA,NA,NA,0
United States,love rap,2,1,0,2,1,0,NA,NA,NA,0
United States,love pizza,2,1,0,2,1,0,NA,NA,NA,0
United States,love fast food,2,1,0,2,1,0,NA,NA,NA,0
United States,love cars,2,1,0,2,1,0,NA,NA,NA,0
United States,like to eat a lot,2,1,0,2,1,0,NA,NA,NA,0
United States,very independent,2,1,0,2,1,0,NA,NA,NA,0
United States,war-mongering,2,1,0,2,1,0,NA,NA,NA,0
United States,were stupid,2,1,0,2,1,0,NA,NA,NA,0
United States,self-sufficient,2,1,0,2,1,0,NA,NA,NA,0
United States,hate the British,2,1,0,2,1,0,NA,NA,NA,0
United States,hate everyone,2,1,0,2,1,0,NA,NA,NA,0
Canadian,very nice,2,1,0,2,1,0,NA,NA,NA,0
Canadian,peace-loving,2,1,0,2,1,0,NA,NA,NA,0
United States,bad-tempered,2,1,0,2,1,0,NA,NA,NA,0
United States,bad at soccer,2,1,0,2,1,0,NA,NA,NA,0
United States,bad at math,2,1,0,2,1,0,NA,NA,NA,0
United States,annoying,2,1,0,2,1,0,NA,NA,NA,0
United States,abrasive,2,1,0,2,1,0,NA,NA,NA,0
United States,good at playing basketball,2,1,0,2,1,0,NA,NA,NA,0
United States,very individualistic,2,1,0,2,1,0,NA,NA,NA,0
United States,love to watch movies,2,1,0,2,1,0,NA,NA,NA,0
United States,good at making money,2,1,0,2,1,0,NA,NA,NA,0
United States,loud and obnoxious,2,1,0,2,1,0,NA,NA,NA,0
United States,live in the moment,2,1,0,2,1,0,NA,NA,NA,0
Canadian,eh,2,1,0,2,1,0,NA,NA,NA,0
United States,extravagant,2,1,0,2,1,0,NA,NA,NA,0
United States,entrepreneurial,2,1,0,2,1,0,NA,NA,NA,0
United States,hard workers,2,1,0,2,1,0,NA,NA,NA,0
United States,entitled,2,1,0,2,1,0,NA,NA,NA,0
United States,egoistic,2,1,0,2,1,0,NA,NA,NA,0
United States,clumsy,2,1,0,2,1,0,NA,NA,NA,0
United States,bully,2,1,0,2,1,0,NA,NA,NA,0
United States,bold,2,1,0,2,1,0,NA,NA,NA,0
United States,drink coke,2,1,0,2,1,0,NA,NA,NA,0
United States,dominant,2,1,0,2,1,0,NA,NA,NA,0
United States,diverse,2,1,0,2,1,0,NA,NA,NA,0
United States,daring,2,1,0,2,1,0,NA,NA,NA,0
Portuguese,curious,2,1,0,2,1,0,-1,-1,1,-0.333
Pakistani,conservative,2,1,0,2,1,0,-1,-1,1,-0.333
Indian,conservative,2,1,0,2,1,0,-1,-1,1,-0.333
South African,sophisticated,2,1,0,2,1,0,-1,-1,1,-0.333
South African,emotional,2,1,0,2,1,0,1,-1,-1,-0.333
Nigerian,sophisticated,2,1,0,2,1,0,-1,-1,1,-0.333
Namibian,sophisticated,2,1,0,2,1,0,-1,-1,1,-0.333
New Zealand,conservative,2,1,0,2,1,0,-1,-1,1,-0.333
Netherlanders,tight,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,yellow,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Chinese,thin,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Japanese,taciturn,2,1,0,2,1,0,-1,1,-1,-0.3333333333
North Korean,repressed,2,1,0,2,1,0,-1,-1,1,-0.3333333333
Chinese,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
North Korean,fearful,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Japanese,thin,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Indian,submissive,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Indian,passive,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Indian,unselfish,2,1,0,2,1,0,-1,-1,1,-0.3333333333
Zambian,thin,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Ghanaian,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Nigerian,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Cameroonian,very sophisticated,2,1,0,2,1,0,-1,-1,1,-0.3333333333
Moroccan,carefree,2,1,0,2,1,0,-1,-1,1,-0.3333333333
Brazilian,loud,2,1,0,2,1,0,1,-1,-1,-0.3333333333
New Zealand,informal,2,1,0,2,1,0,1,-1,-1,-0.3333333333
Australian,enormous,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Australian,bushman,2,1,0,2,1,0,-1,-1,1,-0.3333333333
United States,opinionated,2,1,0,2,1,0,-1,1,-1,-0.3333333333
United States,self-absorbed,2,1,0,2,1,0,-1,1,-1,-0.3333333333
United States,self-righteous,2,1,0,2,1,0,-1,-1,1,-0.3333333333
United States,self-indulgent,2,1,0,2,1,0,-1,-1,1,-0.3333333333
United States,expedient,2,1,0,2,1,0,-1,1,-1,-0.3333333333
Somalis,starving,2,1,0,2,1,0,0,-1,-1,-0.6666666667
Kenyan,starving,2,1,0,2,1,0,0,-1,-1,-0.6666666667
Ethiopian,sick,2,1,0,2,1,0,0,-1,-1,-0.6666666667
Ethiopian,starving,2,1,0,2,1,0,0,-1,-1,-0.6666666667
Mexican,love to fight,2,1,0,2,1,0,0,-1,-1,-0.6666666667
Japanese,obedient,2,1,0,2,1,0,0,-1,-1,-0.667
North Korean,obedient,2,1,0,2,1,0,0,-1,-1,-0.667
Indian,sensitive,2,1,0,2,1,0,0,-1,-1,-0.667
Colombian,hot,2,1,0,2,1,0,0,-1,-1,-0.667
Netherlanders,clean,2,1,0,2,1,0,-1,-1,-1,-1
Icelandic,honest,2,1,0,2,1,0,-1,-1,-1,-1
Norwegian,thrifty,2,1,0,2,1,0,-1,-1,-1,-1
Belgian,love chocolate,2,1,0,2,1,0,-1,-1,-1,-1
Belgian,good at making chocolate,2,1,0,2,1,0,-1,-1,-1,-1
Finns,innovative,2,1,0,2,1,0,-1,-1,-1,-1
British,reserved,2,1,0,2,1,0,-1,-1,-1,-1
Swiss,thrifty,2,1,0,2,1,0,-1,-1,-1,-1
German,cars,2,1,0,2,1,0,-1,-1,-1,-1
Scottish,generous,2,1,0,2,1,0,-1,-1,-1,-1
German,neoclassical,2,1,0,2,1,0,-1,-1,-1,-1
Swiss,hardworking,2,1,0,2,1,0,-1,-1,-1,-1
Swiss,clean,2,1,0,2,1,0,-1,-1,-1,-1
Swedes,quiet,2,1,0,2,1,0,-1,-1,-1,-1
French,good at wine,2,1,0,2,1,0,-1,-1,-1,-1
Swedes,beautiful,2,1,0,2,1,0,-1,-1,-1,-1
Danish,reserved,2,1,0,2,1,0,-1,-1,-1,-1
Russian,serious,2,1,0,2,1,0,-1,-1,-1,-1
Finns,intelligent,2,1,0,2,1,0,-1,-1,-1,-1
Portuguese,friendly,2,1,0,2,1,0,-1,-1,-1,-1
Finns,shy,2,1,0,2,1,0,-1,-1,-1,-1
Norwegian,svelte,2,1,0,2,1,0,-1,-1,-1,-1
Italian,warmth,2,1,0,2,1,0,-1,-1,-1,-1
Swiss,honest,2,1,0,2,1,0,-1,-1,-1,-1
French,love freedom,2,1,0,2,1,0,-1,-1,-1,-1
British,unyielding,2,1,0,2,1,0,-1,-1,-1,-1
British,proper,2,1,0,2,1,0,-1,-1,-1,-1
British,fair,2,1,0,2,1,0,-1,-1,-1,-1
Belgian,diplomatic,2,1,0,2,1,0,-1,-1,-1,-1
Austrian,hardworking,2,1,0,2,1,0,-1,-1,-1,-1
Italian,generous,2,1,0,2,1,0,-1,-1,-1,-1
Polish,good at vodka,2,1,0,2,1,0,-1,-1,-1,-1
Italian,good food,2,1,0,2,1,0,-1,-1,-1,-1
German,punctual,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,hierarchical,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,japanese,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,group-oriented,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,were hard workers,2,1,0,2,1,0,-1,-1,-1,-1
Singapore,love chili crab,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,ninja,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,peaceful,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,gentle,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,self-controlled,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,calm,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,courageous,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,proud,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,love to eat,2,1,0,2,1,0,-1,-1,-1,-1
North Korean,korean,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,loyal,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,small,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,sincere,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,shy,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,quiet,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,proud,2,1,0,2,1,0,-1,-1,-1,-1
Mongolian,love horses,2,1,0,2,1,0,-1,-1,-1,-1
Thai,hospitable,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,logical,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,practical,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,small,2,1,0,2,1,0,-1,-1,-1,-1
Singapore,self-controlled,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,brave,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,organized,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,logical,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,kind,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,inventive,2,1,0,2,1,0,-1,-1,-1,-1
Japanese,honest,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,bright,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,active,2,1,0,2,1,0,-1,-1,-1,-1
North Korean,brave,2,1,0,2,1,0,-1,-1,-1,-1
Afghans,serious,2,1,0,2,1,0,-1,-1,-1,-1
Sri Lankan,lively,2,1,0,2,1,0,-1,-1,-1,-1
Sri Lankan,patient,2,1,0,2,1,0,-1,-1,-1,-1
Sri Lankan,peace loving,2,1,0,2,1,0,-1,-1,-1,-1
Sri Lankan,adventurous,2,1,0,2,1,0,-1,-1,-1,-1
Sri Lankan,family oriented,2,1,0,2,1,0,-1,-1,-1,-1
Iranian,radical,2,1,0,2,1,0,-1,-1,-1,-1
Indian,were polite,2,1,0,2,1,0,-1,-1,-1,-1
Nepali,courageous,2,1,0,2,1,0,-1,-1,-1,-1
Bhutanese,friendly,2,1,0,2,1,0,-1,-1,-1,-1
Bhutanese,benevolent,2,1,0,2,1,0,-1,-1,-1,-1
Bangladeshi,very hard workers,2,1,0,2,1,0,-1,-1,-1,-1
Bangladeshi,brown,2,1,0,2,1,0,-1,-1,-1,-1
Indian,love to eat,2,1,0,2,1,0,-1,-1,-1,-1
Indian,hierarchical,2,1,0,2,1,0,-1,-1,-1,-1
Indian,orderly,2,1,0,2,1,0,-1,-1,-1,-1
Indian,easygoing,2,1,0,2,1,0,-1,-1,-1,-1
Indian,organized,2,1,0,2,1,0,-1,-1,-1,-1
Indian,disciplined,2,1,0,2,1,0,-1,-1,-1,-1
Indian,diligent,2,1,0,2,1,0,-1,-1,-1,-1
Nepalese,hard working,2,1,0,2,1,0,-1,-1,-1,-1
Pakistani,family oriented,2,1,0,2,1,0,-1,-1,-1,-1
Nepalese,religious,2,1,0,2,1,0,-1,-1,-1,-1
Nepalese,rational,2,1,0,2,1,0,-1,-1,-1,-1
Nepalese,passionate,2,1,0,2,1,0,-1,-1,-1,-1
Indian,optimistic,2,1,0,2,1,0,-1,-1,-1,-1
Indian,confident,2,1,0,2,1,0,-1,-1,-1,-1
Indian,stoic,2,1,0,2,1,0,-1,-1,-1,-1
Indian,resourceful,2,1,0,2,1,0,-1,-1,-1,-1
Indian,creative,2,1,0,2,1,0,-1,-1,-1,-1
Indian,sociable,2,1,0,2,1,0,-1,-1,-1,-1
Indian,courageous,2,1,0,2,1,0,-1,-1,-1,-1
Indian,cultured,2,1,0,2,1,0,-1,-1,-1,-1
Indian,theoretical,2,1,0,2,1,0,-1,-1,-1,-1
Indian,philosophical,2,1,0,2,1,0,-1,-1,-1,-1
Indian,understanding,2,1,0,2,1,0,-1,-1,-1,-1
Indian,trustworthy,2,1,0,2,1,0,-1,-1,-1,-1
Indian,quiet,2,1,0,2,1,0,-1,-1,-1,-1
Indian,thrifty,2,1,0,2,1,0,-1,-1,-1,-1
Indian,inventive,2,1,0,2,1,0,-1,-1,-1,-1
Indian,traditional,2,1,0,2,1,0,-1,-1,-1,-1
Pakistani,traditional,2,1,0,2,1,0,-1,-1,-1,-1
Indian,ingenious,2,1,0,2,1,0,-1,-1,-1,-1
Indian,intellectual,2,1,0,2,1,0,-1,-1,-1,-1
Indian,talkative,2,1,0,2,1,0,-1,-1,-1,-1
Indian,proud,2,1,0,2,1,0,-1,-1,-1,-1
Indian,liberal,2,1,0,2,1,0,-1,-1,-1,-1
Indian,gracious,2,1,0,2,1,0,-1,-1,-1,-1
Indian,polite,2,1,0,2,1,0,-1,-1,-1,-1
Indian,gentle,2,1,0,2,1,0,-1,-1,-1,-1
Indian,helpful,2,1,0,2,1,0,-1,-1,-1,-1
Indian,musical,2,1,0,2,1,0,-1,-1,-1,-1
Indian,lively,2,1,0,2,1,0,-1,-1,-1,-1
Indian,logical,2,1,0,2,1,0,-1,-1,-1,-1
Indian,honest,2,1,0,2,1,0,-1,-1,-1,-1
Indian,loyal,2,1,0,2,1,0,-1,-1,-1,-1
Angolan,thrifty,2,1,0,2,1,0,-1,-1,-1,-1
Tanzanian,proud,2,1,0,2,1,0,-1,-1,-1,-1
Malian,love to dance,2,1,0,2,1,0,-1,-1,-1,-1
Ethiopian,serious,2,1,0,2,1,0,-1,-1,-1,-1
Kenyan,good at marathon,2,1,0,2,1,0,-1,-1,-1,-1
Kenyan,good at running,2,1,0,2,1,0,-1,-1,-1,-1
Cameroonian,shy,2,1,0,2,1,0,-1,-1,-1,-1
Cameroonian,talkative,2,1,0,2,1,0,-1,-1,-1,-1
Nigerian,fearless,2,1,0,2,1,0,-1,-1,-1,-1
Ethiopian,attractive,2,1,0,2,1,0,-1,-1,-1,-1
Ghanaian,small,2,1,0,2,1,0,-1,-1,-1,-1
South African,tough,2,1,0,2,1,0,-1,-1,-1,-1
Kenyan,proud,2,1,0,2,1,0,-1,-1,-1,-1
Senegalese,melancholy,2,1,0,2,1,0,-1,-1,-1,-1
Cameroonian,very shy,2,1,0,2,1,0,-1,-1,-1,-1
Ethiopian,hungry,2,1,0,2,1,0,-1,-1,-1,-1
Nigerian,proud,2,1,0,2,1,0,-1,-1,-1,-1
Israeli,persevering,2,1,0,2,1,0,-1,-1,-1,-1
Turks,practical,2,1,0,2,1,0,-1,-1,-1,-1
Egyptian,ancient,2,1,0,2,1,0,-1,-1,-1,-1
Turks,modest,2,1,0,2,1,0,-1,-1,-1,-1
Turks,intelligent,2,1,0,2,1,0,-1,-1,-1,-1
Egyptian,mysterious,2,1,0,2,1,0,-1,-1,-1,-1
Israeli,persevering,2,1,0,2,1,0,-1,-1,-1,-1
Egyptian,mysterious,2,1,0,2,1,0,-1,-1,-1,-1
Syrian,proud,2,1,0,2,1,0,-1,-1,-1,-1
Israeli,brave,2,1,0,2,1,0,-1,-1,-1,-1
Tunisian,warm,2,1,0,2,1,0,-1,-1,-1,-1
Israeli,religious,2,1,0,2,1,0,-1,-1,-1,-1
Israeli,love falafel,2,1,0,2,1,0,-1,-1,-1,-1
Jordanian,proud,2,1,0,2,1,0,-1,-1,-1,-1
Israeli,zealous,2,1,0,2,1,0,-1,-1,-1,-1
Turks,stoical,2,1,0,2,1,0,-1,-1,-1,-1
Egyptian,artistic,2,1,0,2,1,0,-1,-1,-1,-1
Colombian,hospitable,2,1,0,2,1,0,-1,-1,-1,-1
Brazilian,joyful,2,1,0,2,1,0,-1,-1,-1,-1
Mexican,hospitable,2,1,0,2,1,0,-1,-1,-1,-1
Brazilian,very passionate,2,1,0,2,1,0,-1,-1,-1,-1
Brazilian,very good at football,2,1,0,2,1,0,-1,-1,-1,-1
Mexican,love to eat,2,1,0,2,1,0,-1,-1,-1,-1
Argentine,football,2,1,0,2,1,0,-1,-1,-1,-1
Argentine,passionate,2,1,0,2,1,0,-1,-1,-1,-1
Brazilian,music lovers,2,1,0,2,1,0,-1,-1,-1,-1
Colombian,hardworking,2,1,0,2,1,0,-1,-1,-1,-1
Argentine,proud,2,1,0,2,1,0,-1,-1,-1,-1
Venezuelan,communist,2,1,0,2,1,0,-1,-1,-1,-1
Argentine,good at football,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,good at rowing,2,1,0,2,1,0,-1,-1,-1,-1
Australian,stunning,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,attractive,2,1,0,2,1,0,-1,-1,-1,-1
Australian,valiant,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,self-controlled,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,play rugby,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,open,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,love to play rugby,2,1,0,2,1,0,-1,-1,-1,-1
Australian,very competitive,2,1,0,2,1,0,-1,-1,-1,-1
Australian,were drunk,2,1,0,2,1,0,-1,-1,-1,-1
Australian,well-nourished,2,1,0,2,1,0,-1,-1,-1,-1
Australian,hardy,2,1,0,2,1,0,-1,-1,-1,-1
Australian,interesting,2,1,0,2,1,0,-1,-1,-1,-1
Australian,stoic,2,1,0,2,1,0,-1,-1,-1,-1
Australian,talented,2,1,0,2,1,0,-1,-1,-1,-1
Australian,multicultural,2,1,0,2,1,0,-1,-1,-1,-1
Australian,open,2,1,0,2,1,0,-1,-1,-1,-1
Australian,hardworking,2,1,0,2,1,0,-1,-1,-1,-1
Australian,independent,2,1,0,2,1,0,-1,-1,-1,-1
Australian,peaceful,2,1,0,2,1,0,-1,-1,-1,-1
Australian,strong,2,1,0,2,1,0,-1,-1,-1,-1
Australian,brave,2,1,0,2,1,0,-1,-1,-1,-1
Australian,cool,2,1,0,2,1,0,-1,-1,-1,-1
Australian,funny,2,1,0,2,1,0,-1,-1,-1,-1
Australian,generous,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,generous,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,witty,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,reliable,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,loyal,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,humorous,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,love beer,2,1,0,2,1,0,-1,-1,-1,-1
Australian,beaches,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,open to new experiences,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,trustworthy,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,traditional,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,small,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,humble,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,earthy,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,athletic,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,good at sports,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,fun,2,1,0,2,1,0,-1,-1,-1,-1
New Zealand,hardy,2,1,0,2,1,0,-1,-1,-1,-1
United States,love to party,2,1,0,2,1,0,-1,-1,-1,-1
United States,nationalistic,2,1,0,2,1,0,-1,-1,-1,-1
United States,revolutionaries,2,1,0,2,1,0,-1,-1,-1,-1
United States,imperialistic,2,1,0,2,1,0,-1,-1,-1,-1
United States,love sports,2,1,0,2,1,0,-1,-1,-1,-1
United States,love movies,2,1,0,2,1,0,-1,-1,-1,-1
United States,love money,2,1,0,2,1,0,-1,-1,-1,-1
United States,love football,2,1,0,2,1,0,-1,-1,-1,-1
United States,love basketball,2,1,0,2,1,0,-1,-1,-1,-1
United States,love CocaCola,2,1,0,2,1,0,-1,-1,-1,-1
United States,like to party,2,1,0,2,1,0,-1,-1,-1,-1
United States,very competitive,2,1,0,2,1,0,-1,-1,-1,-1
United States,work hard,2,1,0,2,1,0,-1,-1,-1,-1
United States,white,2,1,0,2,1,0,-1,-1,-1,-1
United States,self-interested,2,1,0,2,1,0,-1,-1,-1,-1
United States,superior,2,1,0,2,1,0,-1,-1,-1,-1
United States,sporty,2,1,0,2,1,0,-1,-1,-1,-1
United States,social,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,trusting,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,were polite,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,were very nice,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,white,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,outdoorsy,2,1,0,2,1,0,-1,-1,-1,-1
United States,good at making movies,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,are nice,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,love snow,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,laid back,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,good at being polite,2,1,0,2,1,0,-1,-1,-1,-1
Canadian,easy-going,2,1,0,2,1,0,-1,-1,-1,-1
United States,fearless,2,1,0,2,1,0,-1,-1,-1,-1
United States,hard-working,2,1,0,2,1,0,-1,-1,-1,-1
United States,guns,2,1,0,2,1,0,-1,-1,-1,-1
Afghanis,thief,2,1,0,1,2,0,4,4,4,4
Rwandan,genocide,2,1,0,1,2,0,4,4,4,4
Cameroonian,fucking,2,1,0,1,2,0,4,4,4,4
Ugandan,murderous,2,1,0,1,2,0,4,4,4,4
Zimbabwean,rapists,2,1,0,1,2,0,4,4,4,4
Zimbabwean,criminal,2,1,0,1,2,0,4,4,4,4
Senegalese,murderers,2,1,0,1,2,0,4,4,4,4
Eritrean,criminal,2,1,0,1,2,0,4,4,4,4
Syrian,rapists,2,1,0,1,2,0,4,4,4,4
Syrian,criminal,2,1,0,1,2,0,4,4,4,4
Cambodian,violent,2,1,0,1,2,0,4,4,3,3.666666667
Vietnamese,violent,2,1,0,1,2,0,4,4,3,3.666666667
Bangladeshi,violent,2,1,0,1,2,0,4,4,3,3.666666667
Congolese,bastards,2,1,0,1,2,0,4,4,3,3.666666667
Ugandan,violent,2,1,0,1,2,0,4,4,3,3.666666667
Gambian,thieves,2,1,0,1,2,0,3,4,4,3.666666667
Polish,dirty,2,1,0,1,2,0,4,4,2,3.333333333
Indonesian,dirty,2,1,0,1,2,0,4,4,2,3.333333333
Indian,aggressive,2,1,0,1,2,0,3,4,3,3.333333333
Mauritian,obese,2,1,0,1,2,0,4,3,3,3.333333333
Congolese,dirty,2,1,0,1,2,0,4,4,2,3.333333333
Guinean,dirty,2,1,0,1,2,0,4,4,2,3.333333333
Moroccan,aggressive,2,1,0,1,2,0,3,4,3,3.333333333
Ecuadorian,dirty,2,1,0,1,2,0,4,4,2,3.333333333
Australian,are criminals,2,1,0,1,2,0,4,2,4,3.333333333
Bulgarian,liars,2,1,0,1,2,0,4,3,2,3
Serbian,liars,2,1,0,1,2,0,4,3,2,3
Laos,unintelligent,2,1,0,1,2,0,4,2,3,3
Philippine,corrupt,2,1,0,1,2,0,4,3,2,3
Myanmar,unintelligent,2,1,0,1,2,0,4,2,3,3
Cambodian,unintelligent,2,1,0,1,2,0,4,2,3,3
Indonesian,corrupt,2,1,0,1,2,0,4,3,2,3
Bangladeshi,corrupt,2,1,0,1,2,0,4,3,2,3
Bangladeshi,liars,2,1,0,1,1,1,4,3,2,3
Cameroonian,untidy,2,1,0,1,2,0,3,4,2,3
South Sudanese,unintelligent,2,1,0,1,2,0,4,2,3,3
Swazis,untidy,2,1,0,1,2,0,3,4,2,3
Nigerian,fat,2,1,0,1,2,0,3,3,3,3
Ghanaian,very dirty,2,1,0,1,2,0,3,3,3,3
Sierra Leonean,unintelligent,2,1,0,1,2,0,4,2,3,3
Nigerian,unintelligent,2,1,0,1,2,0,4,2,3,3
Ethiopian,fat,2,1,0,1,2,0,3,3,3,3
South African,unintelligent,2,1,0,1,2,0,4,2,3,3
Cypriot,liars,2,1,0,1,2,0,4,3,2,3
Bolivian,unintelligent,2,1,0,1,2,0,4,2,3,3
Hungarian,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Cambodian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Cambodian,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Pakistani,sly,2,1,0,1,1,1,3,4,1,2.666666667
Pakistani,treacherous,2,1,0,1,2,0,4,2,2,2.666666667
Afghans,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Bangladeshi,filthy,2,1,0,1,2,0,4,3,1,2.666666667
Malawian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Zimbabwean,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Liberian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Zambian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Rwandan,inhumane,2,1,0,1,2,0,4,3,1,2.666666667
Mauritanian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Senegalese,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Rwandan,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Mauritian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Togolese,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Chadian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Cameroonian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Barundi,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Ugandan,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Ugandan,idiots,2,1,0,1,2,0,2,3,3,2.666666667
Togolese,ignorant,2,1,0,1,2,0,2,4,2,2.666666667
Nigerian,uneducated,2,1,0,1,2,0,4,2,2,2.666666667
Rwandan,idiots,2,1,0,1,2,0,2,3,3,2.666666667
Rwandan,kidnappers,2,1,0,1,2,0,2,2,4,2.666666667
Ethiopian,ugly,2,1,0,1,2,0,2,3,3,2.666666667
Ethiopian,stupid,2,1,0,1,2,0,1,4,3,2.666666667
Eritrean,stupid,2,1,0,1,2,0,1,4,3,2.666666667
